Song,Lyrics
Thumbs,Skiddly-dee-dat-dum-dum 
Thumbs,And so they keep on twiddlin' them thumbs
Thumbs,Skiddly-dee-dat-dum 
Thumbs,They gonna keep on twiddlin' them thumbs
Thumbs,Skiddly-dee-dat-dum-dum 
Thumbs,Don't believe everything that you hear
Thumbs,Let it go through your left and right ear
Thumbs,Don't just march to the beat of that drum
Thumbs,Don't be one of them people just twiddlin' them thumbs
Thumbs,'Cause that's just the way of the world 
Thumbs,"It never ends 'til the end, and then you start again "
Thumbs,That's just the way of the world
Thumbs,That's just the way of the world
Thumbs,And so they keep on twiddlin' them thumbs 
Thumbs,Skiddly-dee-dat-dum 
Thumbs,They gonna keep on twiddlin' them thumbs
Thumbs,Skiddly-dee-dat-dum-dum 
Thumbs,And so they keep on twiddlin' them thumbs
Thumbs,Skiddly-dee-dat-dum 
Thumbs,They gonna keep on twiddlin' them thumbs 
Thumbs,Skiddly-dee-dat-dum-dum
Thumbs,And so they keep on twiddlin' them thumbs 
Thumbs,Skiddly-dee-dat-dum 
Thumbs,They gonna keep on twiddlin' them thumbs
Thumbs,Skiddly-dee-dat-dum-dum 
Nonsense,"Oh-oh, oh-oh, oh-oh "
Nonsense,"Da-ah, ah-ah, ah-ah-ah"
Nonsense,"Uh-huh, uh-huh, uh-huh, uh-huh"
Nonsense,Yeah
Nonsense,Think I only want one number in my phone
Nonsense,"I might change your contact to ""Don't Leave Me Alone"""
Nonsense,You said you like my eyes and you like to make 'em roll
Nonsense,"Treat me like a queen, now you got me feelin' thrown, oh"
Nonsense,But I can't help myself when you get close to me
Nonsense,"Baby, my tongue goes numb, sounds like ""bleh-blah-blee"""
Nonsense,"I don't want no one else , baby, I'm in too deep"
Nonsense,"Here's a lil' song I wrote , it's about you and me "
Nonsense,I'll be honest
Nonsense,Lookin' at you got me thinkin' nonsense
Nonsense,Cartwheels in my stomach when you walk in
Nonsense,And when you got your arms around me
Nonsense,"Oh, it feels so good"
Nonsense,I had to jump the octave
Nonsense,"I think I got an ex, but I forgot him"
Nonsense,"And I can't find my chill, I must've lost it"
Nonsense,"I don't even know, I'm talkin' nonsense"
Nonsense,"I'm talkin', I'm talkin' "
Nonsense,I'm talkin' all around the clock
Nonsense,I'm talkin' hope nobody knocks
Nonsense,I'm talkin' opposite of soft
Nonsense,"I'm talkin' wild, wild thoughts"
Nonsense,You gotta keep up with me
Nonsense,I got some young energy
Nonsense,I caught the L-O-V-E
Nonsense,How do you do this to me?
Nonsense,But I can't help myself when you get close to me
Nonsense,"Baby, my tongue goes numb, sounds like ""bleh-blah-bleh-blee"""
Nonsense,"And I don't want no one else , baby, I'm in too deep "
Nonsense,"Here's a lil' song I wrote , it's about you and me"
Nonsense,I'll be honest 
Nonsense,Lookin' at you got me thinkin' nonsense 
Nonsense,Cartwheels in my stomach when you walk in 
Nonsense,When you got your arms around me
Nonsense,"Oh, it feels so good"
Nonsense,I had to hit the octave
Nonsense,"I think I got an ex, but I forgot him"
Nonsense,"And I can't find my chill, I must've lost it"
Nonsense,"I don't even know, I'm talkin' nonsense "
Nonsense,"I'm talkin', I'm talkin', I'm talkin'"
Nonsense,"I'm talkin', I'm talkin' , I'm talkin'"
Nonsense,"Ah-ah, ah-ah, ah "
Nonsense,I don't even know anymore
Nonsense,This song catchier than chickenpox is
Nonsense,I bet your house is where my other sock is
Nonsense,"Woke up this morning, thought I'd write a pop hit, ha-ha"
Nonsense,How quickly can you take your clothes off? Pop quiz
Nonsense,That one's not gonna make it
Nonsense,Most of these aren't gonna make—
Because I Liked A Boy,I said I wanted Thin Mints and you said you knew a guy
Because I Liked A Boy,You showed up with a boombox and stars in your eyes
Because I Liked A Boy,Who knew cuddling on trampolines could be so reckless?
Because I Liked A Boy,We bonded over Black Eyed Peas and complicated exes
Because I Liked A Boy,Fell so deeply into it
Because I Liked A Boy,It was all so innocent
Because I Liked A Boy,"Now I'm a homewrecker, I'm a slut"
Because I Liked A Boy,I got death threats fillin' up semitrucks
Because I Liked A Boy,"Tell me who I am, guess I don't have a choice"
Because I Liked A Boy,All because I liked
Because I Liked A Boy,I'm the hot topic on your tongue
Because I Liked A Boy,I'm a rebound gettin' 'round stealin' from the young
Because I Liked A Boy,"Tell me who I am, guess I don't have a choice"
Because I Liked A Boy,All because I liked a boy
Because I Liked A Boy,"Ah, mmm"
Because I Liked A Boy,"I'm not catastrophizing, everything's derailing"
Because I Liked A Boy,Was only tryna hold you close while your heart was failing
Because I Liked A Boy,"It's not internet illusion, just two kids going through it"
Because I Liked A Boy,"You said I'm too late to be your first love, but I'll always be your favorite"
Because I Liked A Boy,"Now I'm a homewrecker, I'm a slut"
Because I Liked A Boy,I got death threats fillin' up semitrucks
Because I Liked A Boy,"Tell me who I am, guess I don't have a choice"
Because I Liked A Boy,All because I liked
Because I Liked A Boy,I'm the hot topic on your tongue
Because I Liked A Boy,I'm a rebound gettin' 'round stealin' from the young
Because I Liked A Boy,"Tell me who I am, guess I don't have a choice"
Because I Liked A Boy,All because I liked a boy
Because I Liked A Boy,Ah
Because I Liked A Boy,Ah
Because I Liked A Boy,Ah
Because I Liked A Boy,All because I liked a boy
Because I Liked A Boy,Fell so deeply into it
Because I Liked A Boy,It was all so innocent
Because I Liked A Boy,Dating boys with exes
Because I Liked A Boy,"No, I wouldn't recommend it"
Because I Liked A Boy,"I'm a homewrecker, I'm a slut"
Because I Liked A Boy,I got death threats fillin' up semitrucks
Because I Liked A Boy,"Tell me who I am, guess I don't have a choice"
Because I Liked A Boy,All because I liked a boy
Because I Liked A Boy,And all of this for what?
Because I Liked A Boy,"When everything went down, we'd already broken up"
Because I Liked A Boy,"Please tell me who I am, guess I don't have a choice"
Because I Liked A Boy,All because I liked a boy
Because I Liked A Boy,Ah 
Because I Liked A Boy,Ah 
Because I Liked A Boy,Ah
Because I Liked A Boy,All because I liked a boy
Feather,"Oh, not another take"
Feather,"Oh, it's like that, I'm your dream come true"
Feather,When it's on a platter for you
Feather,Then you pull back when I try to make plans
Feather,"More than two hours in advance, mm"
Feather,"I slam the door, I hit ignore"
Feather,"I'm saying, ""No, no, no, no more"""
Feather,"I got you blocked, after this, an afterthought"
Feather,I finally cut you off
Feather,I feel so much lighter like a feather with you off my mind 
Feather,"Floatin' through the memories like whatever, you're a waste of time "
Feather,"Your signals are mixed, you act like a bitch"
Feather,"You fit every stereotype, ""Send a pic"""
Feather,I feel so much lighter like a feather with you out my life
Feather,With you out my life
Feather,"Like a feather, like a feather, like a feather, yeah"
Feather,It feels so good
Feather,Not carin' where you are tonight
Feather,And it feels so good
Feather,Not pretendin' to like the wine you like
Feather,"I slam the door , I hit ignore "
Feather,"I'm saying, ""No, no, no, no more"""
Feather,"I got you blocked, excited to never talk, I"
Feather,I'm so sorry for your loss
Feather,I feel so much lighter like a feather with you off my mind 
Feather,"Floatin' through the memories like whatever, you're a waste of time "
Feather,"Your signals are mixed, you act like a bitch "
Feather,"You fit every stereotype, ""Send a pic"""
Feather,I feel so much lighter like a feather with you out my life
Feather,With you out my life
Feather,"Ah, mm"
Feather,"Like a feather, like a feather, like a feather"
Feather,You want me? I'm done
Feather,You miss me? No duh
Feather,"Where I'm at, I'm up where I'm at"
Feather,You want me? I'm done 
Feather,You miss me? No duh 
Feather,"Where I'm at, I'm up  where I'm at"
Feather,You want me? I'm done
Feather,You miss me? No duh
Feather,"Where I'm at, I'm up where I'm at"
Feather,You want me? I'm done
Feather,You miss me? No duh
Feather,"Where I'm at, I'm up where I'm at"
Emails I Cant Send,"It's times like these, wish I had a time machine"
Emails I Cant Send,So I could see what you did October 13th
Emails I Cant Send,"At 10:15, were you really asleep?"
Emails I Cant Send,Were you lyin' to me and the family?
Emails I Cant Send,"There's no ""us"" in us when I'm lackin' trust"
Emails I Cant Send,"You wanna discuss, ugh, you disgust me"
Emails I Cant Send,"Don't make me cuss you out, why'd you let me down?"
Emails I Cant Send,Don't say sorry now
Emails I Cant Send,"And thanks to you, I, I can't love right"
Emails I Cant Send,I get nice guys and villainize them
Emails I Cant Send,Read their texts like they're havin' sex right now
Emails I Cant Send,Scared I'll find out that it's true
Emails I Cant Send,"And if I do, then I blame you"
Emails I Cant Send,For every worst that I assume
Emails I Cant Send,"When I'm forty-five, someone calls me their wife"
Emails I Cant Send,And he fucks our lives in one selfish night
Emails I Cant Send,Don't think I'll find forgiveness as fast as mom did
Emails I Cant Send,"And God, I love you, but you're such a dipshit"
Emails I Cant Send,Please fuckin' fix this
Emails I Cant Send,'Cause you were all I looked up to
Emails I Cant Send,Now I can't even look at you
Emails I Cant Send,"I mean, as they say in Chicago"
Emails I Cant Send,"""He had it comin'"""
15 Minutes,The clock is tickin' lately
15 Minutes,Guess that means I'm doin' somethin' right
15 Minutes,"Been here a long time, baby"
15 Minutes,"But gosh, I hope I make it through the night"
15 Minutes,It's fleetin' like my battery life
15 Minutes,Hard to hold on to like every guy
15 Minutes,"When you're hot, it's just a matter of time"
15 Minutes,But I can do a lot with fifteen minutes
15 Minutes,"Lot of pretty boys, lot of funny business"
15 Minutes,"Take a couple bucks, turn 'em into millions"
15 Minutes,"You, you, you know I"
15 Minutes,I can do a lot with fifteen minutes
15 Minutes,Only gonna take two to make you finish
15 Minutes,"Piss some people off, show 'em what they're missin'"
15 Minutes,"You, you, you know I can"
15 Minutes,Where did all these parties come from?
15 Minutes,Whеn did all you bitches get so nice?
15 Minutes,Runnin' out of thе woodwork
15 Minutes,And hopin' there's no brain between my eyes 
15 Minutes,"Well, it's fleetin' like we're all gonna die "
15 Minutes,Hard to hold like conversations when high 
15 Minutes,"When you're hot, they're gonna eat you alive "
15 Minutes,Oh
15 Minutes,But I can do a lot with fifteen minutes 
15 Minutes,"Lot of pretty boys, lot of funny business "
15 Minutes,"Take a couple bucks, turn 'em into millions"
15 Minutes,"You, you, you know I"
15 Minutes,I can do a lot with fifteen minutes 
15 Minutes,Only gonna take two to make you finish 
15 Minutes,"Piss some people off, show 'em what they're missin' "
15 Minutes,"You, you, you know I can"
15 Minutes, Ooh
15 Minutes,You know I 
15 Minutes,You know I 
15 Minutes,"When my time's up, baby "
15 Minutes,I'll leak some pictures maybe
15 Minutes,Say somethin' batshit crazy
15 Minutes,"I'll do it, don't you make me"
15 Minutes,"When my time's up, baby "
15 Minutes,I'll leak some pictures maybe 
15 Minutes,Say somethin' batshit crazy 
15 Minutes,"I'll do it, don't you make me, yeah, oh "
15 Minutes,"Uh-uh, uh-uh, uh "
15 Minutes,"Uh, I'll do it "
15 Minutes,"Oh, I'll do it"
15 Minutes,"Oh, I'll do it, babe"
Why,You like New York City in the daytime
Why,I like New York City in the nighttime
Why,You say you like sleeping with the air off
Why,"I don't, I need it on"
Why,You like the light coming through the windows
Why,"I sleep late, so I just keep 'em all closed"
Why,You ignore the music on the radio
Why,"I don't, I sing along"
Why,"I don't ask for you to change, baby, no, no, no"
Why,And you don't ask for me to change
Why,Tell me how we're not alike
Why,But we work so well and we don't even know why
Why,Funny how the stars crossed right
Why,'Cause we work so well and we don't even know why
Why,You can call it fire and ice
Why,But we work so well and we don't even know why
Why,"We don't even know why, no, no"
Why,"We don't even know why, no, no, no"
Why,"No, no, no, no"
Why,We like it in the daytime
Why,We like it in the end of time
Why,"No, no, no, no"
Why,We like it in the daytime
Why,We like it in the end of time
Why,Cold outside and you're just in a T-shirt
Why,I have cold blood even in a sweater
Why,You start your night sippin' by the Kilo
Why,"I don't, I know you know"
Why,"I don't ask for you to change, baby, no, no, no"
Why,And you don't ask for me to change
Why,Tell me how we're not alike
Why,But we work so well and we don't even know why
Why,Funny how the stars crossed right
Why,'Cause we work so well and we don't even know why
Why,You can call it fire and ice
Why,But we work so well and we don't even know why
Why,"We don't even know why, no, no "
Why,"We don't even know why, no, no, no"
Why,"No, no, no, no"
Why,We like it in the daytime 
Why,We like it in the end of time 
Why,"No, no, no, no"
Why,We like it in the daytime
Why,We like it in the end of time
